code_sous_classe,libelle_sous_classe,code_sous_classe_short,code_classe,libelle_classe,code_classe_short,code_groupe,libelle_groupe,code_groupe_short,code_division,libelle_division,code_section,libelle_section
17.24Z,Fabrication de papiers peints,1724Z,17.24,Fabrication de papiers peints,1724,17.2,Fabrication d'articles en papier ou en carton,172,17,Industrie du papier et du carton,C,Industrie manufacturière
17.29Z,Fabrication d'autres articles en papier ou en carton,1729Z,17.29,Fabrication d'autres articles en papier ou en carton,1729,17.2,Fabrication d'articles en papier ou en carton,172,17,Industrie du papier et du carton,C,Industrie manufacturière
18.11Z,Imprimerie de journaux,1811Z,18.11,Imprimerie de journaux,1811,18.1,Imprimerie et services annexes,181,18,Imprimerie et reproduction d'enregistrements,C,Industrie manufacturière
18.12Z,Autre imprimerie (labeur),1812Z,18.12,Autre imprimerie (labeur),1812,18.1,Imprimerie et services annexes,181,18,Imprimerie et reproduction d'enregistrements,C,Industrie manufacturière
18.13Z,Activités de pré-presse,1813Z,18.13,Activités de pré-presse,1813,18.1,Imprimerie et services annexes,181,18,Imprimerie et reproduction d'enregistrements,C,Industrie manufacturière
18.14Z,Reliure et activités connexes,1814Z,18.14,Reliure et activités connexes,1814,18.1,Imprimerie et services annexes,181,18,Imprimerie et reproduction d'enregistrements,C,Industrie manufacturière
18.20Z,Reproduction d'enregistrements,1820Z,18.20,Reproduction d'enregistrements,1820,18.2,Reproduction d'enregistrements,182,18,Imprimerie et reproduction d'enregistrements,C,Industrie manufacturière
19.10Z,Cokéfaction,1910Z,19.10,Cokéfaction,1910,19.1,Cokéfaction,191,19,Cokéfaction et raffinage,C,Industrie manufacturière
19.20Z,Raffinage du pétrole,1920Z,19.20,Raffinage du pétrole,1920,19.2,Raffinage du pétrole,192,19,Cokéfaction et raffinage,C,Industrie manufacturière
20.11Z,Fabrication de gaz industriels,2011Z,20.11,Fabrication de gaz industriels,2011,20.1,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique",201,20,Industrie chimique,C,Industrie manufacturière
20.12Z,Fabrication de colorants et de pigments,2012Z,20.12,Fabrication de colorants et de pigments,2012,20.1,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique",201,20,Industrie chimique,C,Industrie manufacturière
20.13A,Enrichissement et retraitement de matières nucléaires,2013A,20.13,Fabrication d'autres produits chimiques inorganiques de base,2013,20.1,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique",201,20,Industrie chimique,C,Industrie manufacturière
20.13B,Fabrication d'autres produits chimiques inorganiques de base n.c.a.,2013B,20.13,Fabrication d'autres produits chimiques inorganiques de base,2013,20.1,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique",201,20,Industrie chimique,C,Industrie manufacturière
20.14Z,Fabrication d'autres produits chimiques organiques de base,2014Z,20.14,Fabrication d'autres produits chimiques organiques de base,2014,20.1,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique",201,20,Industrie chimique,C,Industrie manufacturière
20.15Z,Fabrication de produits azotés et d'engrais,2015Z,20.15,Fabrication de produits azotés et d'engrais,2015,20.1,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique",201,20,Industrie chimique,C,Industrie manufacturière
20.16Z,Fabrication de matières plastiques de base,2016Z,20.16,Fabrication de matières plastiques de base,2016,20.1,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique",201,20,Industrie chimique,C,Industrie manufacturière
20.17Z,Fabrication de caoutchouc synthétique,2017Z,20.17,Fabrication de caoutchouc synthétique,2017,20.1,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique",201,20,Industrie chimique,C,Industrie manufacturière
20.20Z,Fabrication de pesticides et d'autres produits agrochimiques,2020Z,20.20,Fabrication de pesticides et d'autres produits agrochimiques,2020,20.2,Fabrication de pesticides et d'autres produits agrochimiques,202,20,Industrie chimique,C,Industrie manufacturière
20.30Z,"Fabrication de peintures, vernis, encres et mastics",2030Z,20.30,"Fabrication de peintures, vernis, encres et mastics",2030,20.3,"Fabrication de peintures, vernis, encres et mastics",203,20,Industrie chimique,C,Industrie manufacturière
20.41Z,"Fabrication de savons, détergents et produits d'entretien",2041Z,20.41,"Fabrication de savons, détergents et produits d'entretien",2041,20.4,"Fabrication de savons, de produits d'entretien et de parfums",204,20,Industrie chimique,C,Industrie manufacturière
20.42Z,Fabrication de parfums et de produits pour la toilette,2042Z,20.42,Fabrication de parfums et de produits pour la toilette,2042,20.4,"Fabrication de savons, de produits d'entretien et de parfums",204,20,Industrie chimique,C,Industrie manufacturière
20.51Z,Fabrication de produits explosifs,2051Z,20.51,Fabrication de produits explosifs,2051,20.5,Fabrication d'autres produits chimiques,205,20,Industrie chimique,C,Industrie manufacturière
20.52Z,Fabrication de colles,2052Z,20.52,Fabrication de colles,2052,20.5,Fabrication d'autres produits chimiques,205,20,Industrie chimique,C,Industrie manufacturière
20.53Z,Fabrication d'huiles essentielles,2053Z,20.53,Fabrication d'huiles essentielles,2053,20.5,Fabrication d'autres produits chimiques,205,20,Industrie chimique,C,Industrie manufacturière
20.59Z,Fabrication d'autres produits chimiques n.c.a.,2059Z,20.59,Fabrication d'autres produits chimiques n.c.a.,2059,20.5,Fabrication d'autres produits chimiques,205,20,Industrie chimique,C,Industrie manufacturière
20.60Z,Fabrication de fibres artificielles ou synthétiques,2060Z,20.60,Fabrication de fibres artificielles ou synthétiques,2060,20.6,Fabrication de fibres artificielles ou synthétiques,206,20,Industrie chimique,C,Industrie manufacturière
21.10Z,Fabrication de produits pharmaceutiques de base,2110Z,21.10,Fabrication de produits pharmaceutiques de base,2110,21.1,Fabrication de produits pharmaceutiques de base,211,21,Industrie pharmaceutique,C,Industrie manufacturière
21.20Z,Fabrication de préparations pharmaceutiques,2120Z,21.20,Fabrication de préparations pharmaceutiques,2120,21.2,Fabrication de préparations pharmaceutiques,212,21,Industrie pharmaceutique,C,Industrie manufacturière
22.11Z,Fabrication et rechapage de pneumatiques,2211Z,22.11,Fabrication et rechapage de pneumatiques,2211,22.1,Fabrication de produits en caoutchouc,221,22,Fabrication de produits en caoutchouc et en plastique,C,Industrie manufacturière
22.19Z,Fabrication d'autres articles en caoutchouc,2219Z,22.19,Fabrication d'autres articles en caoutchouc,2219,22.1,Fabrication de produits en caoutchouc,221,22,Fabrication de produits en caoutchouc et en plastique,C,Industrie manufacturière
22.21Z,"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques",2221Z,22.21,"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques",2221,22.2,Fabrication de produits en plastique,222,22,Fabrication de produits en caoutchouc et en plastique,C,Industrie manufacturière
22.22Z,Fabrication d'emballages en matières plastiques,2222Z,22.22,Fabrication d'emballages en matières plastiques,2222,22.2,Fabrication de produits en plastique,222,22,Fabrication de produits en caoutchouc et en plastique,C,Industrie manufacturière
22.23Z,Fabrication d'éléments en matières plastiques pour la construction,2223Z,22.23,Fabrication d'éléments en matières plastiques pour la construction,2223,22.2,Fabrication de produits en plastique,222,22,Fabrication de produits en caoutchouc et en plastique,C,Industrie manufacturière
22.29A,Fabrication de pièces techniques à base de matières plastiques,2229A,22.29,Fabrication d'autres articles en matières plastiques,2229,22.2,Fabrication de produits en plastique,222,22,Fabrication de produits en caoutchouc et en plastique,C,Industrie manufacturière
22.29B,Fabrication de produits de consommation courante en matières plastiques,2229B,22.29,Fabrication d'autres articles en matières plastiques,2229,22.2,Fabrication de produits en plastique,222,22,Fabrication de produits en caoutchouc et en plastique,C,Industrie manufacturière
23.11Z,Fabrication de verre plat,2311Z,23.11,Fabrication de verre plat,2311,23.1,Fabrication de verre et d'articles en verre,231,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.12Z,Façonnage et transformation du verre plat,2312Z,23.12,Façonnage et transformation du verre plat,2312,23.1,Fabrication de verre et d'articles en verre,231,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.13Z,Fabrication de verre creux,2313Z,23.13,Fabrication de verre creux,2313,23.1,Fabrication de verre et d'articles en verre,231,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.14Z,Fabrication de fibres de verre,2314Z,23.14,Fabrication de fibres de verre,2314,23.1,Fabrication de verre et d'articles en verre,231,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.19Z,"Fabrication et façonnage d'autres articles en verre, y compris verre technique",2319Z,23.19,"Fabrication et façonnage d'autres articles en verre, y compris verre technique",2319,23.1,Fabrication de verre et d'articles en verre,231,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.20Z,Fabrication de produits réfractaires,2320Z,23.20,Fabrication de produits réfractaires,2320,23.2,Fabrication de produits réfractaires,232,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.31Z,Fabrication de carreaux en céramique,2331Z,23.31,Fabrication de carreaux en céramique,2331,23.3,Fabrication de matériaux de construction en terre cuite,233,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.32Z,"Fabrication de briques, tuiles et produits de construction, en terre cuite",2332Z,23.32,"Fabrication de briques, tuiles et produits de construction, en terre cuite",2332,23.3,Fabrication de matériaux de construction en terre cuite,233,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.41Z,Fabrication d'articles céramiques à usage domestique ou ornemental,2341Z,23.41,Fabrication d'articles céramiques à usage domestique ou ornemental,2341,23.4,Fabrication d'autres produits en céramique et en porcelaine,234,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.42Z,Fabrication d'appareils sanitaires en céramique,2342Z,23.42,Fabrication d'appareils sanitaires en céramique,2342,23.4,Fabrication d'autres produits en céramique et en porcelaine,234,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.43Z,Fabrication d'isolateurs et pièces isolantes en céramique,2343Z,23.43,Fabrication d'isolateurs et pièces isolantes en céramique,2343,23.4,Fabrication d'autres produits en céramique et en porcelaine,234,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.44Z,Fabrication d'autres produits céramiques à usage technique,2344Z,23.44,Fabrication d'autres produits céramiques à usage technique,2344,23.4,Fabrication d'autres produits en céramique et en porcelaine,234,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.49Z,Fabrication d'autres produits céramiques,2349Z,23.49,Fabrication d'autres produits céramiques,2349,23.4,Fabrication d'autres produits en céramique et en porcelaine,234,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.51Z,Fabrication de ciment,2351Z,23.51,Fabrication de ciment,2351,23.5,"Fabrication de ciment, chaux et plâtre",235,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.52Z,Fabrication de chaux et plâtre,2352Z,23.52,Fabrication de chaux et plâtre,2352,23.5,"Fabrication de ciment, chaux et plâtre",235,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.61Z,Fabrication d'éléments en béton pour la construction,2361Z,23.61,Fabrication d'éléments en béton pour la construction,2361,23.6,"Fabrication d'ouvrages en béton, en ciment ou en plâtre",236,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.62Z,Fabrication d'éléments en plâtre pour la construction,2362Z,23.62,Fabrication d'éléments en plâtre pour la construction,2362,23.6,"Fabrication d'ouvrages en béton, en ciment ou en plâtre",236,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.63Z,Fabrication de béton prêt à l'emploi,2363Z,23.63,Fabrication de béton prêt à l'emploi,2363,23.6,"Fabrication d'ouvrages en béton, en ciment ou en plâtre",236,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
23.64Z,Fabrication de mortiers et bétons secs,2364Z,23.64,Fabrication de mortiers et bétons secs,2364,23.6,"Fabrication d'ouvrages en béton, en ciment ou en plâtre",236,23,Fabrication d'autres produits minéraux non métalliques,C,Industrie manufacturière
